3.771339827620482366e-01,1.035133334740314881e+00,-3.660516348771093997e-01,-3.382583531888098682e-01
3.145271610674141294e-01,1.580141170057959010e-01,-6.072960740966961701e-01,-5.824258692309284280e-01
-1.409753344885055493e-01,5.380206216423511628e-02,-6.414808799818425555e-01,1.534686004840738194e-01
1.829967985062046054e+00,1.938229844593628848e-01,-3.923311606480522351e-01,-7.595429270820741596e-01
1.355437633236793005e+00,1.675763272909337187e-01,-3.612281025584197502e-01,-4.072886328844905202e-01
-1.700721436436171130e-01,-1.861846176100303285e-01,-6.904965528822482046e-01,1.990495128079797504e-01
1.240810579791938872e+00,-4.604364833987886207e-01,-2.072263706050681886e+00,-1.980206087815040150e-01
-1.348465065852255007e+00,1.220598743379727846e+00,5.070986951656140940e-02,-1.512898651416181295e+00
-2.980520232977108552e-01,7.890589753593374445e-01,2.550347328790645088e-02,1.669551458364953722e-01
6.150692733871914175e-01,-1.171198838257633934e+00,-9.354280025335495186e-01,-1.473353187051958724e+00
9.209148050444827815e-02,-9.775110650435046011e-01,2.314948709562111573e-01,4.626255378146221231e-02
4.866276396641001090e-01,-4.542975869635469954e-01,8.841584454075683830e-01,1.649483333257244222e-01
-6.143119543667665550e-01,5.106564936281717815e-01,-3.188843367977217680e-01,-5.068363353469511612e-01
-9.017410539671677494e-02,-4.939382942952418309e-01,1.416365336378718198e-01,3.168320334042842856e-01
2.001407981112231393e+00,-1.096635657871630892e-01,1.125055628464557200e+00,-1.235327379336718795e-01
4.906907617403581945e-01,1.045480930832677569e+00,6.528887324123751335e-02,-3.820726334816718778e-02
-8.146084628941802075e-01,-3.154624933501402606e-01,-1.520398595940593593e-03,8.543822197615253966e-01
-1.780551246262585818e-01,-1.036950822328861044e+00,-1.120534466619893810e-01,1.024306317055640347e+00
-8.060913835202137001e-01,-9.446657777659932531e-01,5.591072889777185528e-01,-1.019823507265680274e+00
-5.409844736153317235e-02,3.005212338412067141e-01,-6.277048110394237157e-02,-1.693481421504891282e-01
-4.984762977844816034e-01,1.206565418114506238e+00,-3.326216859262021708e-01,9.832932274422341301e-01
6.649860824704442175e-01,4.117296139772269603e-01,3.830627567378559473e-01,9.324076276205825464e-02
-8.402447821781834636e-02,-5.396316896543742470e-01,-1.746202954660708989e-02,1.220169599812421568e+00
-4.022407003585962149e-01,5.272869021531395584e-01,-1.601631225807526385e-02,3.082971737524011976e-02
-1.921211018190940589e-01,2.655435664095569526e-01,-7.605657316800497059e-01,5.245427793041811393e-01
3.478471762699005265e-01,-7.084546230553292467e-01,3.584298196567280437e-01,-2.117922501212766550e-03
-1.445151071506227236e+00,1.191273698510239676e+00,2.700283920160768680e-01,-5.139652096525900715e-01
-1.507959509926845021e+00,-5.472487385173712138e-01,-1.205660605095517507e-01,3.340916252524065433e-01
2.246740983026785099e-01,-6.045845261030009521e-01,6.290413044727832803e-01,6.019964796583292532e-01
-7.628012785607006796e-01,-3.445017991994548945e-01,1.508545147252880136e+00,-4.735086522425475120e-01
-1.045416496465414014e+00,6.390279239458849236e-01,-3.113546422582814666e-01,7.787008443996951135e-01
-8.133556398830046330e-01,1.354283713203023320e-01,-1.270209192335633730e-01,3.622724884996788575e-01
-1.484712871746229346e-01,-1.043874528322739526e+00,5.378429380798239734e-01,-9.573010277919030697e-01
-1.023277034339542313e+00,-1.145209209853517707e-01,1.983895845334585420e-02,-1.102369195794401791e-01
1.200050451203459767e+00,6.414847857487580018e-01,-1.367383745010073981e-01,-1.332990992421193122e+00
1.183796978963401525e+00,-2.520858199313275594e-01,-2.000610687308819746e-01,1.028078291473304429e+00
1.417972307694376766e-01,-4.442396994454211184e-02,2.155735540404287234e-02,-2.713659565824676489e-01
9.879124307386556447e-01,1.344670555787378818e+00,6.054078316159325346e-02,6.730887890568040266e-01
7.194626211390832138e-01,4.018366034299197809e-01,-4.946403595901548989e-01,-5.612381921889540992e-01
-9.421585417979425614e-01,-9.995585640495626700e-01,2.464363161909112129e-02,-5.181019729010722941e-01
-6.650450178951901048e-01,7.734781167151683068e-01,3.732147953742131485e-01,-1.280761443669829747e-01
3.325219551962612097e-01,-6.985203063487180342e-02,4.496103432932842953e-02,1.573119221812264990e-01
-8.324751988189577068e-02,6.774591352179910597e-01,1.803743704312666396e-01,8.198391749404860818e-01
8.297176872985646545e-01,7.205335371387493471e-01,1.274343573873412128e+00,-4.357552005545085039e-01
-2.076045480204372629e-01,5.016911599345909994e-02,-4.113935632913129771e-04,-1.208257873481433237e-01
2.844201493240394174e-01,-6.109986460973619860e-01,9.856845642888917292e-01,6.306171156389924759e-01
-1.879814912310038277e-01,2.793889676442002368e-01,4.213270013271703252e-01,6.896268325983882785e-02
1.774427774432442817e+00,-5.448143238563767365e-01,-9.646453112960952092e-01,-1.155294315842442660e-01
5.706574595646807246e-02,2.966762299285179982e-01,1.922174227380906708e-01,1.163914694412405249e+00
1.166596568934174627e+00,5.173508269602534737e-01,-4.583528310173765052e-01,8.779626798742503624e-01
1.088765169646702002e+00,5.387239383027512263e-01,8.948843167472408933e-01,1.939243472287213166e+00
1.189739864268321679e+00,1.529111452369308566e+00,9.625697206067522771e-01,1.574855165373431065e-01
-6.084131527102736303e-01,-3.156581359635299844e-01,1.194602232975451761e+00,1.533196223373658906e+00
4.754286525780221373e-01,1.494097858668604895e-01,1.469414656889054260e+00,9.015249876639019888e-01
4.221732284252835976e-01,4.001930559031653400e-01,1.801654551716886932e+00,2.398125088684186501e+00
4.642874497913580534e-01,1.011610507931676173e+00,6.026755985381064828e-01,3.613398657181005058e-01
1.133953882421520287e+00,4.534056172356603076e-01,1.942415530881693941e+00,2.237598629621933899e+00
1.629297622919908761e+00,7.013926549240534492e-01,1.478159439593766944e-01,6.063905640002424935e-01
1.306554815423842220e+00,4.148891950320491295e-01,-3.744709021647045777e-01,9.122020637174037549e-01
5.847322528145872944e-01,1.617034052425344814e+00,1.686093794144796654e+00,1.351914783909731188e+00
1.249901426489046896e+00,5.146064711057476426e-01,1.099583336014517521e+00,2.143451978400155999e-01
2.439009824933483506e-01,6.237228939982442100e-02,1.134568625991225321e+00,2.274077925369904385e+00
6.508362621541274873e-01,1.403299293719163510e+00,1.985654687910920480e-01,1.807106133937173009e-01
9.538243320708157391e-01,5.327866134892023098e-01,4.348068691449821221e-01,2.882247438135431272e-01
-8.305445111633011912e-01,9.548437297729771567e-01,1.084988731195277945e+00,2.213392823453171232e+00
1.048717594863348701e+00,8.125477890339960485e-02,3.376069000303364431e-01,2.566516535594010051e-01
1.118477730706243900e+00,1.215979540263374403e-01,1.193564738211988052e+00,1.827128472782096003e+00
2.655092451669461839e-01,8.868438895136274702e-01,4.925015396021362735e-01,2.677279951121352752e+00
1.778406876753280574e+00,7.295041132201132150e-01,1.418493084826624395e+00,1.308044024289805707e+00
7.465673838415376462e-01,1.493055885566870300e+00,9.697444032888462573e-01,1.183447352714767531e+00
1.341979578472204393e-01,1.078500545258606724e+00,1.242532120174241861e+00,-3.062602520244768201e-01
1.170989974194436289e+00,2.112432570874530846e+00,1.148145563558297777e+00,1.497552959555155994e+00
1.546259621286401265e+00,8.824293231276846283e-01,1.042605980416816847e+00,1.935541790614046409e+00
7.736112475453666981e-01,1.727407744383760990e-01,1.527906304043091135e+00,-1.240158200024610302e-01
1.779275883702903904e+00,1.477133465653410305e+00,5.856381075297343308e-01,1.496961545008965722e+00
4.042424675207412221e-02,2.053649691525112342e+00,9.713333064833606922e-01,1.521042658186713137e+00
-4.103164646731460863e-02,-1.470563106913462814e-01,1.824304861628611718e-02,-1.215502391974887519e-01
-1.105174988104558054e-01,7.508626655047527798e-01,-1.977479365615206763e-01,8.712789812376551257e-01
9.873326145609512272e-01,1.801686432574605146e-01,8.603408639738564512e-01,1.235116655072935998e+00
1.455902520199253036e+00,1.756994377865521706e+00,9.284205572631321068e-02,8.255717141279643734e-01
2.262890797564337531e-01,1.119640537126160851e+00,1.121787971039121201e+00,-2.157264861611860596e-01
1.810210071177052793e+00,1.073875154449273506e+00,3.846242589249317945e-01,1.933144091033129008e+00
1.790717212175662487e+00,1.179588550869853592e+00,1.026534504048168595e+00,-3.845359074684129297e-02
1.409807210082447693e+00,9.022915098764003883e-01,1.601107927216266269e+00,1.101304662908618059e+00
1.215543290485705530e+00,1.283210754383141250e+00,7.949318521011152772e-01,-8.174013748325370532e-01
1.390084084366977502e+00,1.357207385622982931e+00,2.273974920497366936e-01,9.630566661946204920e-02
5.170971972861865273e-01,1.300042441785045355e-01,9.730911355949249941e-01,1.285130761546624534e+00
3.644758352513979283e-01,1.232291672285781514e+00,2.595982286662563254e+00,1.245356220291805371e+00
6.479617178390694177e-01,5.282268584425475755e-01,4.799308961556431052e-01,3.394446796936365640e-01
1.029237791820443837e+00,2.491998130705006531e-01,1.169204868016304077e+00,9.708554542449302494e-01
2.320208338484024413e+00,-6.056807679931901500e-01,9.367930231093911653e-01,1.728900632667054404e+00
1.017550080314560068e+00,2.429514685067641899e-01,1.190502430985236337e+00,1.387918216442453723e+00
4.797189419669365407e-01,1.837144477128811904e+00,7.051574360433272570e-01,9.542908926543625103e-01
1.068425768789921904e+00,2.855039724797510114e-01,1.495960207565493416e+00,2.330034718509971903e+00
7.248360866284682125e-01,1.548654474399555170e+00,9.927781914192477242e-01,3.537861947294460574e-01
5.904006280812541529e-01,5.490046503979499892e-01,6.672752259354811644e-01,2.186841101278956145e+00
6.850936237708613596e-01,1.093875994407096375e+00,1.171157149697329647e+00,3.148866764298141163e+00
1.447072492569575042e+00,7.546067110603125183e-01,1.874554718663950181e+00,4.355579241585116890e-02
8.849456372653334846e-01,1.616296635506293544e+00,1.514958680840443606e+00,1.363039164019292926e+00
5.239617271414993560e-01,4.107089997982782403e-02,6.712855032166942237e-01,6.192129500240992623e-01
-6.608481257559613020e-01,-2.358951922817499103e+00,-1.374391150524470806e+00,-3.968879785083272438e-01
